time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-10-25T21:44:34.070Z,38.795166,-122.7583313,3.76,0.52,md,8,97,0.02509,0.02,nc,nc72333266,2014-10-26T00:17:07.262Z,"1km N of The Geysers, California",earthquake
2014-10-25T21:41:44.700Z,19.305,-155.2147,7.4,1.5,Md,,100.8,0.02694946,0.11,hv,hv60794301,2014-10-27T21:47:51.752Z,"14km S of Volcano, Hawaii",earthquake
2014-10-25T21:38:28.000Z,59.5716,-152.8235,73.9,1.5,ml,,,,0.34,ak,ak11432376,2014-10-31T21:55:15.381Z,"60km WSW of Anchor Point, Alaska",earthquake
2014-10-25T21:36:24.000Z,61.4264,-147.5018,18.4,1.5,ml,,,,0.69,ak,ak11428684,2014-10-25T22:40:28.284Z,"70km WNW of Valdez, Alaska",earthquake
2014-10-25T21:29:40.000Z,60.3001,-152.0601,93.2,1.4,ml,,,,0.27,ak,ak11428681,2014-10-31T21:54:09.000Z,"42km W of Cohoe, Alaska",earthquake
2014-10-25T21:25:26.000Z,53.8574,-166.8398,0.5,0.5,ml,,,,0.49,ak,ak11428679,2014-10-31T21:54:41.637Z,"19km W of Dutch Harbor, Alaska",earthquake
2014-10-25T21:12:21.940Z,-19.2205,169.0905,164.93,4.9,mb,,65,3.766,0.78,us,usb000sqll,2014-10-26T05:15:00.312Z,"40km NNW of Isangel, Vanuatu",earthquake
2014-10-25T21:11:17.200Z,43.5468,-110.4268,17.1,1.7,mc,13,158.399987328001,0.1437304,0.13,mb,mb14246746,2014-10-28T17:49:22.856Z,"28km ENE of Jackson, Wyoming",earthquake
2014-10-25T21:10:31.090Z,39.2656667,-120.3845,3.97,1.06,md,12,190,0.09923,0.05,nc,nc72333256,2014-10-29T22:16:06.934Z,"18km WSW of Truckee, California",earthquake
2014-10-25T21:07:06.000Z,60.5716,-151.5445,82.3,1.9,ml,,,,0.47,ak,ak11428673,2014-10-31T21:52:36.811Z,"15km W of Kenai, Alaska",earthquake
2014-10-25T21:00:00.000Z,61.347,-148.5184,23.9,1.2,ml,,,,0.73,ak,ak11428670,2014-10-31T21:54:08.268Z,"35km SE of Butte, Alaska",earthquake
2014-10-25T20:56:00.000Z,65.1656,-148.9658,4.5,1.1,ml,,,,0.66,ak,ak11428668,2014-10-31T21:52:35.695Z,"57km NW of Ester, Alaska",earthquake
2014-10-25T20:50:33.890Z,33.9781667,-116.971,8.08,1.19,ml,35,47,0.05719,0.26,ci,ci37282344,2014-10-27T16:40:40.100Z,"0km NE of Cherry Valley, California",earthquake
2014-10-25T20:49:27.640Z,-5.5273,151.8194,62.71,4.7,mb,,110,1.37,0.55,us,usb000sqlh,2014-10-26T04:51:54.637Z,"138km SSW of Kokopo, Papua New Guinea",earthquake
2014-10-25T20:45:29.810Z,33.6231667,-116.8663333,18.11,0.7,ml,19,52,0.07977,0.2,ci,ci37282336,2014-10-27T16:40:48.710Z,"14km SSE of East Hemet, California",earthquake
2014-10-25T20:39:46.300Z,46.6468,-113.1211,14,1.1,mc,21,75.5999939520005,0.282071,0.19,mb,mb14325982,2014-10-28T17:49:19.223Z,"37km NNE of Philipsburg, Montana",earthquake
2014-10-25T20:38:35.000Z,61.7195,-151.6262,90.9,1.3,ml,,,,0.34,ak,ak11428667,2014-10-31T21:54:41.047Z,"84km W of Willow, Alaska",earthquake
2014-10-25T20:31:04.000Z,65.1877,-148.9436,5,0.6,ml,,,,0.73,ak,ak11428666,2014-10-31T21:53:46.617Z,"57km NW of Ester, Alaska",earthquake
2014-10-25T20:27:55.000Z,61.6351,-140.5018,4.8,1.7,ml,,,,0.78,ak,ak11428664,2014-10-31T21:52:38.175Z,"188km WNW of Haines Junction, Canada",earthquake
2014-10-25T20:22:45.000Z,64.642,-147.9018,23.3,0.4,ml,,,,0.38,ak,ak11428663,2014-10-31T21:54:40.459Z,"23km SSW of Fairbanks, Alaska",earthquake
2014-10-25T20:21:11.290Z,36.5066,-98.9887,8.1,2.9,mb_lg,,46,0.127,0.94,us,usb000sqlb,2014-10-25T21:06:00.398Z,"20km ENE of Mooreland, Oklahoma",earthquake
2014-10-25T20:18:22.870Z,38.806,-122.8128333,3.56,0.43,md,20,50,0.01309,0.07,nc,nc72333241,2014-11-01T02:09:42.050Z,"5km WNW of The Geysers, California",earthquake
2014-10-25T20:18:18.570Z,38.5313333,-122.4553333,10.68,1.46,md,25,47,0.1134,0.19,nc,nc72333246,2014-11-01T02:49:05.862Z,"1km E of Deer Park, California",earthquake
2014-10-25T20:16:11.310Z,38.8089981,-122.8128357,2.71,0.86,md,15,98,0.01277,0.03,nc,nc72333231,2014-10-25T21:26:08.629Z,"6km NW of The Geysers, California",earthquake
2014-10-25T20:14:52.000Z,61.5847,-149.8991,47.4,1.1,ml,,,,0.55,ak,ak11428629,2014-10-31T21:52:37.534Z,"6km SW of Houston, Alaska",earthquake
2014-10-25T20:14:23.730Z,38.809,-122.8136667,2.24,2.08,md,52,36,0.01212,0.04,nc,nc72333221,2014-10-27T22:23:05.365Z,"6km NW of The Geysers, California",earthquake
2014-10-25T19:58:14.000Z,65.4961,-149.8406,6.4,1.3,ml,,,,0.82,ak,ak11428627,2014-10-31T21:53:46.061Z,"66km NNE of Manley Hot Springs, Alaska",earthquake
2014-10-25T19:53:31.300Z,37.4058333,-118.473,8.72,0.48,md,8,82,0.04221,0.03,nc,nc72333216,2014-11-01T01:15:55.850Z,"5km WNW of Dixon Lane-Meadow Creek, California",earthquake
2014-10-25T19:39:07.000Z,65.1637,-149.0177,10.3,1.5,ml,,,,0.67,ak,ak11428625,2014-10-31T21:52:39.617Z,"59km NW of Ester, Alaska",earthquake
2014-10-25T19:27:11.050Z,38.8300018,-122.8553314,2.42,0.33,md,7,111,0.002733,0.01,nc,nc72333211,2014-10-25T20:20:06.715Z,"10km NW of The Geysers, California",earthquake
2014-10-25T19:27:03.000Z,61.3879,-147.1845,15.2,1.3,ml,,,,0.64,ak,ak11428621,2014-10-31T21:52:58.734Z,"53km WNW of Valdez, Alaska",earthquake
2014-10-25T19:23:47.000Z,61.5476,-149.8579,44.6,1.3,ml,,,,0.52,ak,ak11428620,2014-10-31T21:52:38.916Z,"5km ENE of Big Lake, Alaska",earthquake
2014-10-25T19:02:03.000Z,19.9597,-155.3455,12,1.6,Md,,273.6,0.07186522,0.16,hv,hv60794241,2014-10-27T21:25:56.586Z,"19km SE of Honoka'a, Hawaii",earthquake
2014-10-25T19:01:30.520Z,36.1375,-118.0561667,1.1,2.29,ml,31,80,0.1642,0.18,ci,ci37282328,2014-10-27T20:32:28.290Z,"51km S of Lone Pine, California",earthquake
2014-10-25T18:58:02.000Z,64.859,-151.0388,1.3,1.5,ml,,,,0.77,ak,ak11428590,2014-10-31T21:52:41.289Z,"24km SW of Manley Hot Springs, Alaska",earthquake
2014-10-25T18:50:21.510Z,33.759,-115.9386667,1.1,1.56,ml,40,69,0.09858,0.23,ci,ci37282320,2014-10-27T16:42:02.070Z,"22km NE of Thermal, California",earthquake
2014-10-25T18:46:52.490Z,38.8208351,-122.802002,2.69,0.34,md,11,84,0.006804,0.03,nc,nc72333201,2014-10-25T21:31:04.148Z,"6km W of Cobb, California",earthquake
2014-10-25T18:45:02.200Z,19.1284,-66.8401,42,3.3,Md,15,273.6,0.7051775,0.14,pr,pr14298007,2014-10-28T18:46:56.000Z,"71km N of Hatillo, Puerto Rico",earthquake
2014-10-25T18:43:30.000Z,59.929,-152.9169,87.8,1.4,ml,,,,0.35,ak,ak11432360,2014-10-31T21:55:10.720Z,"62km S of Redoubt Volcano, Alaska",earthquake
2014-10-25T18:41:25.280Z,-13.4271,-76.4979,40.12,4.7,mb,,136,1.469,0.79,us,usb000sqkn,2014-10-28T18:42:07.000Z,"39km W of Chincha Alta, Peru",earthquake
2014-10-25T18:32:28.000Z,63.3939,-144.8992,3.4,1.2,ml,,,,0.81,ak,ak11428584,2014-10-31T21:52:40.588Z,"55km SSE of Deltana, Alaska",earthquake
2014-10-25T18:29:54.000Z,54.5318,-161.8643,25.5,2,ml,,,,0.32,ak,ak11432358,2014-10-31T21:55:09.981Z,"91km SE of Cold Bay, Alaska",earthquake
2014-10-25T18:26:32.000Z,58.311,-154.6564,4.1,1.1,ml,,,,0.33,ak,ak11432357,2014-10-31T21:55:09.318Z,"94km NNW of Larsen Bay, Alaska",earthquake
2014-10-25T18:22:50.000Z,65.163,-149.0111,9.3,0.6,ml,,,,0.7,ak,ak11428582,2014-10-31T21:54:07.697Z,"58km NW of Ester, Alaska",earthquake
2014-10-25T18:11:34.500Z,36.8603,-97.8825,4.339,2.5,ml,,85,,0.35,us,usb000sqlf,2014-10-28T18:03:21.932Z,"14km WNW of Medford, Oklahoma",earthquake
2014-10-25T18:04:21.000Z,61.5944,-148.2645,14.9,0.9,ml,,,,0.37,ak,ak11428555,2014-10-31T21:54:06.943Z,"36km E of Lazy Mountain, Alaska",earthquake
2014-10-25T17:38:23.000Z,58.1625,-155.3589,4.1,1,ml,,,,0.27,ak,ak11428551,2014-10-31T21:54:39.698Z,"96km SE of King Salmon, Alaska",earthquake
2014-10-25T17:38:07.430Z,33.3215,-116.2826667,9.14,1.64,ml,57,26,0.1246,0.27,ci,ci37282312,2014-10-27T16:41:55.700Z,"11km NE of Borrego Springs, California",earthquake
2014-10-25T17:34:36.870Z,35.9788333,-120.5423333,2.82,0.48,md,23,78,0.003887,0.07,nc,nc72333191,2014-10-29T18:28:11.560Z,"24km SW of Coalinga, California",earthquake
2014-10-25T17:34:32.650Z,38.841835,-122.831337,2.53,1.06,md,13,63,0.004584,0.03,nc,nc72333186,2014-10-25T20:04:05.063Z,"9km WNW of Cobb, California",earthquake
2014-10-25T17:31:54.450Z,38.5233333,-122.4478333,11.07,1.37,md,15,105,0.1203,0.11,nc,nc72333181,2014-11-01T04:36:07.401Z,"2km NE of Saint Helena, California",earthquake
2014-10-25T17:30:34.000Z,53.8593,-166.8383,5.3,0.7,ml,,,,0.44,ak,ak11428550,2014-10-31T21:54:38.899Z,"19km W of Unalaska, Alaska",earthquake
2014-10-25T17:29:58.340Z,36.1396667,-118.055,1.1,1.77,ml,26,80,0.1635,0.23,ci,ci37282304,2014-10-27T23:24:35.640Z,"51km S of Lone Pine, California",earthquake
2014-10-25T17:24:55.000Z,53.8558,-166.8429,4.7,1.1,ml,,,,0.5,ak,ak11428547,2014-10-31T21:54:38.270Z,"20km W of Unalaska, Alaska",earthquake
2014-10-25T17:12:45.000Z,65.1934,-149.0648,10,0.8,ml,,,,0.75,ak,ak11428543,2014-10-31T21:53:45.303Z,"62km NW of Ester, Alaska",earthquake
2014-10-25T17:10:54.300Z,35.5446,-97.2373,6.819,3.2,ml,,59,,0.58,us,usb000sqk2,2014-10-28T17:24:36.000Z,"5km NNE of Choctaw, Oklahoma",earthquake
2014-10-25T17:10:53.000Z,59.8066,-152.2185,65.9,1.9,ml,,,,0.71,ak,ak11428541,2014-10-31T21:52:42.899Z,"21km W of Anchor Point, Alaska",earthquake
2014-10-25T17:05:17.160Z,-34.0076,-72.3021,18.91,4.7,mwr,,91,1.045,0.77,us,usb000sqk0,2014-10-28T17:00:07.000Z,"77km SW of San Antonio, Chile",earthquake
2014-10-25T17:02:10.000Z,55.4279,-158.697,25.6,2.7,ml,,,,0.76,ak,ak11428540,2014-10-31T21:56:43.293Z,"90km NE of Chernabura Island, Alaska",earthquake
2014-10-25T17:00:55.160Z,36.1415,-118.0505,1.14,0.67,ml,11,83,0.1602,0.2,ci,ci37282296,2014-10-27T16:38:53.270Z,"51km S of Lone Pine, California",earthquake
2014-10-25T17:00:37.060Z,38.527,-122.4533333,15.22,1.66,md,21,102,0.1173,0.16,nc,nc72333176,2014-10-31T08:35:07.266Z,"1km ESE of Deer Park, California",earthquake
2014-10-25T16:52:15.000Z,51.9816,-174.4901,167.8,2,ml,,,,0.27,ak,ak11432348,2014-10-31T21:55:08.067Z,"31km SW of Atka, Alaska",earthquake
2014-10-25T16:43:59.000Z,63.5699,-147.6488,7.8,2.2,ml,,,,0.64,ak,ak11428509,2014-10-31T21:52:58.172Z,"67km ENE of Cantwell, Alaska",earthquake
2014-10-25T16:43:16.000Z,62.9558,-148.3706,72.6,1.9,ml,,,,0.61,ak,ak11428504,2014-10-31T21:52:42.297Z,"56km SSE of Cantwell, Alaska",earthquake
2014-10-25T16:42:47.000Z,64.8294,-147.3488,13.1,0.5,ml,,,,0.44,ak,ak11428505,2014-10-31T21:54:37.616Z,"8km N of North Pole, Alaska",earthquake
2014-10-25T16:39:58.000Z,53.3703,-165.8637,20.3,1.5,ml,,,,0.28,ak,ak11432344,2014-10-31T21:55:14.621Z,"71km SE of Unalaska, Alaska",earthquake
2014-10-25T16:36:24.700Z,38.8028336,-122.7721634,2.02,0.77,md,10,109,0.01236,0.02,nc,nc72333171,2014-10-25T19:05:08.750Z,"3km NNW of The Geysers, California",earthquake
2014-10-25T16:36:15.600Z,35.9457,-96.7854,5,2.7,ml,,72,,0.52,us,usb000sql9,2014-10-26T21:55:11.412Z,"4km SSW of Cushing, Oklahoma",earthquake
2014-10-25T16:36:10.710Z,6.2431,127.3931,52.98,4.6,mb,,185,1.98,0.9,us,usb000sqjv,2014-10-26T00:38:37.887Z,"135km E of Pondaguitan, Philippines",earthquake
2014-10-25T16:32:56.000Z,62.8801,-149.0588,10.9,0.2,ml,,,,0.3,ak,ak11428503,2014-10-31T21:54:36.942Z,"57km S of Cantwell, Alaska",earthquake
2014-10-25T16:31:33.000Z,60.1774,-141.2947,1.6,1.1,ml,,,,0.8,ak,ak11428502,2014-10-31T21:54:06.333Z,"64km ENE of Cape Yakataga, Alaska",earthquake
2014-10-25T16:29:16.000Z,52.1268,179.6333,149,2.6,ml,,,,0.62,ak,ak11432341,2014-10-31T21:57:25.941Z,"19km N of Semisopochnoi Island, Alaska",earthquake
2014-10-25T16:23:52.000Z,65.1846,-149.0539,11.5,1.8,ml,,,,0.61,ak,ak11428500,2014-10-31T21:53:44.736Z,"61km NW of Ester, Alaska",earthquake
2014-10-25T16:15:30.000Z,53.8453,-166.8441,6,1,ml,,,,0.5,ak,ak11428499,2014-10-31T21:54:36.155Z,"20km W of Unalaska, Alaska",earthquake
2014-10-25T16:15:09.760Z,38.8089981,-122.8131638,3,0.52,md,7,112,0.01251,0.03,nc,nc72333166,2014-10-25T18:36:05.730Z,"6km NW of The Geysers, California",earthquake
2014-10-25T16:13:28.000Z,63.5441,-150.8701,9.3,0.9,ml,,,,0.77,ak,ak11428498,2014-10-31T21:54:59.668Z,"97km W of Cantwell, Alaska",earthquake
2014-10-25T16:05:19.000Z,53.2417,-166.51,25.6,1.9,ml,,,,0.28,ak,ak11428497,2014-10-31T21:54:35.474Z,"70km S of Unalaska, Alaska",earthquake
2014-10-25T16:04:20.410Z,35.3613333,-118.6496667,6.1,1.9,ml,33,73,0.1339,0.18,ci,ci37282288,2014-10-27T19:56:43.684Z,"22km N of Bear Valley Springs, California",earthquake
2014-10-25T15:52:15.470Z,38.5215,-122.4555,14,1.59,md,22,57,0.1198,0.15,nc,nc72333161,2014-10-31T08:06:09.078Z,"1km SE of Deer Park, California",earthquake
2014-10-25T15:50:37.000Z,65.1373,-149.0708,16.4,0.4,ml,,,,0.68,ak,ak11428496,2014-10-31T21:54:33.950Z,"59km WNW of Ester, Alaska",earthquake
2014-10-25T15:48:43.000Z,65.1278,-149.0436,12.5,0.6,ml,,,,0.7,ak,ak11428495,2014-10-31T21:54:05.747Z,"57km WNW of Ester, Alaska",earthquake
2014-10-25T15:34:32.000Z,53.8581,-166.8478,4.9,1.4,ml,,,,0.44,ak,ak11428492,2014-10-31T21:54:33.289Z,"20km W of Unalaska, Alaska",earthquake
2014-10-25T15:32:31.310Z,35.8353333,-118.108,13.2,0.51,ml,9,276,0.05146,0.13,ci,ci37282280,2014-10-27T21:39:50.808Z,"25km NE of Weldon, California",earthquake
2014-10-25T15:29:52.000Z,65.2253,-149.0673,9.9,0.4,ml,,,,0.68,ak,ak11428493,2014-10-31T21:54:58.783Z,"65km NW of Ester, Alaska",earthquake
2014-10-25T15:26:11.000Z,61.5018,-151.7385,20.4,1.2,ml,,,,0.36,ak,ak11428491,2014-10-31T21:52:44.404Z,"93km NNW of Nikiski, Alaska",earthquake
2014-10-25T15:18:20.000Z,51.6727,-175.1503,20.4,1.5,ml,,,,0.22,ak,ak11432331,2014-10-31T21:55:06.529Z,"87km SW of Atka, Alaska",earthquake
2014-10-25T15:17:29.000Z,63.2002,-149.3503,77.1,1.1,ml,,,,0.58,ak,ak11428489,2014-10-31T21:54:57.943Z,"29km SW of Cantwell, Alaska",earthquake
2014-10-25T15:11:51.000Z,61.5081,-151.7554,16.6,1.7,ml,,,,0.56,ak,ak11428486,2014-10-31T21:52:43.593Z,"94km NNW of Nikiski, Alaska",earthquake
2014-10-25T15:02:40.190Z,34.2651667,-117.0821667,8.75,1.01,ml,25,87,0.06426,0.16,ci,ci37282272,2014-10-27T16:42:10.300Z,"6km NNE of Running Springs, California",earthquake
2014-10-25T14:59:55.000Z,60.3402,-150.3697,38.2,1.5,ml,,,,0.45,ak,ak11428483,2014-10-31T21:52:57.478Z,"30km SE of Sterling, Alaska",earthquake
2014-10-25T14:57:31.000Z,60.1723,-141.2137,7.1,1,ml,,,,0.48,ak,ak11428482,2014-10-31T21:54:57.214Z,"68km E of Cape Yakataga, Alaska",earthquake
2014-10-25T14:46:26.000Z,63.2729,-150.4554,118.4,1.4,ml,,,,0.36,ak,ak11428480,2014-10-31T21:54:04.885Z,"76km W of Cantwell, Alaska",earthquake
2014-10-25T14:34:53.000Z,59.9714,-153.5465,148.7,3,ml,,,,0.66,ak,ak11428467,2014-10-31T21:53:37.252Z,"72km SW of Redoubt Volcano, Alaska",earthquake
2014-10-25T14:31:59.130Z,38.7923317,-122.7494965,1.63,0.87,md,7,83,0.01349,0.02,nc,nc72333156,2014-10-25T17:12:06.642Z,"1km NNE of The Geysers, California",earthquake
2014-10-25T14:31:15.080Z,36.1301667,-118.0518333,0,3.61,ml,41,71,0.16,0.19,ci,ci37282264,2014-10-27T17:30:37.010Z,"52km S of Lone Pine, California",earthquake
2014-10-25T14:19:37.000Z,65.1281,-148.9858,9.5,0.7,ml,,,,0.67,ak,ak11428466,2014-10-31T21:54:53.508Z,"55km NW of Ester, Alaska",earthquake
2014-10-25T14:17:09.000Z,60.5577,-146.7593,23.5,1.4,ml,,,,0.7,ak,ak11428464,2014-10-31T21:52:45.853Z,"54km W of Cordova, Alaska",earthquake
2014-10-25T14:02:04.500Z,18.0548,-66.625,15,1.3,Md,3,133.2,0.02155957,0.05,pr,pr14298006,2014-10-25T15:24:38.752Z,"4km NNW of Ponce, Puerto Rico",earthquake
2014-10-25T13:58:12.540Z,38.5251667,-122.4648333,12.2,1.62,md,26,85,0.1126,0.2,nc,nc72333141,2014-10-31T07:36:05.816Z,"0km SSE of Deer Park, California",earthquake
2014-10-25T13:45:41.000Z,61.2963,-147.3639,7,1.3,ml,,,,0.67,ak,ak11428463,2014-10-31T21:54:04.301Z,"57km WNW of Valdez, Alaska",earthquake
2014-10-25T13:43:45.000Z,62.2475,-148.0494,40.1,1,ml,,,,0.53,ak,ak11428462,2014-10-31T21:52:48.426Z,"65km NE of Sutton-Alpine, Alaska",earthquake
2014-10-25T13:42:12.390Z,38.5301667,-122.4441667,13.94,1.78,md,28,59,0.1131,0.12,nc,nc72333136,2014-10-28T00:42:02.556Z,"2km E of Deer Park, California",earthquake
2014-10-25T13:40:55.000Z,38.5246667,-122.4593333,10.93,2.72,md,93,39,0.1169,0.2,nc,nc72333131,2014-10-28T04:45:10.740Z,"1km SE of Deer Park, California",earthquake
2014-10-25T13:36:33.000Z,65.1342,-149.0567,18.2,0.5,ml,,,,0.68,ak,ak11428461,2014-10-31T21:55:05.510Z,"58km WNW of Ester, Alaska",earthquake
2014-10-25T13:30:51.560Z,38.7998352,-122.7521667,3.11,0.89,md,7,136,0.0205,0.02,nc,nc72333126,2014-10-25T15:17:09.468Z,"2km N of The Geysers, California",earthquake
2014-10-25T13:10:26.780Z,38.8115005,-122.8221664,2.75,0.83,md,16,103,0.01518,0.03,nc,nc72333121,2014-10-25T14:48:06.356Z,"6km WNW of The Geysers, California",earthquake
2014-10-25T12:56:53.000Z,64.5499,-147.7562,10.5,2.2,ml,,,,0.74,ak,ak11428454,2014-10-31T21:54:03.724Z,"29km SSW of Badger, Alaska",earthquake
2014-10-25T12:52:05.000Z,60.2112,-151.1186,59.6,1.2,ml,,,,0.22,ak,ak11432318,2014-10-31T21:54:54.637Z,"20km SSE of Cohoe, Alaska",earthquake
2014-10-25T12:44:36.000Z,65.1604,-149.0469,11.5,0.8,ml,,,,0.79,ak,ak11428453,2014-10-31T21:52:47.657Z,"59km NW of Ester, Alaska",earthquake
2014-10-25T12:42:09.000Z,51.534,-176.8211,41.6,3.2,ml,,,,0.5,ak,ak11428450,2014-10-31T21:56:24.082Z,"40km SSW of Adak, Alaska",earthquake
2014-10-25T12:41:02.000Z,65.1409,-149.0584,4,1,ml,,,,0.58,ak,ak11428449,2014-10-31T21:53:44.122Z,"59km NW of Ester, Alaska",earthquake
2014-10-25T12:36:15.340Z,35.869,-97.3018,5,3,mb_lg,,51,0.143,0.34,us,usb000sqj5,2014-10-26T05:53:38.619Z,"9km SSW of Langston, Oklahoma",earthquake
2014-10-25T12:29:54.200Z,18.8262,-64.4172,24,3.4,Md,16,298.8,0.44915764,0.17,pr,pr14298004,2014-10-25T20:32:31.854Z,"49km NNE of Road Town, British Virgin Islands",earthquake
2014-10-25T12:24:00.000Z,60.7677,-150.7503,61.8,2.2,ml,,,,0.66,ak,ak11428425,2014-10-31T21:52:54.641Z,"25km N of Sterling, Alaska",earthquake
2014-10-25T12:21:20.830Z,33.8415,-117.6848333,8.46,1.87,ml,65,34,0.07812,0.24,ci,ci37282256,2014-10-27T22:58:23.280Z,"11km WSW of Corona, California",earthquake
2014-10-25T12:20:53.000Z,53.7502,-165.9519,22.7,1.2,ml,,,,0.37,ak,ak11428424,2014-10-31T21:54:56.122Z,"40km ESE of Unalaska, Alaska",earthquake
2014-10-25T12:10:35.810Z,64.5998,-17.4282,8.26,4.5,mb,,110,1.683,0.76,us,usb000sqj3,2014-10-25T20:13:30.950Z,"113km WNW of Hofn, Iceland",earthquake
2014-10-25T12:05:29.300Z,18.1623,-66.9674,15,1.8,Md,5,129.6,0.11318773,0.2,pr,pr14298005,2014-10-25T15:22:10.019Z,"2km SSE of Maricao, Puerto Rico",earthquake
2014-10-25T11:55:45.000Z,65.1599,-149.0432,11.9,1,ml,,,,0.71,ak,ak11428421,2014-10-31T21:52:49.397Z,"59km NW of Ester, Alaska",earthquake
2014-10-25T11:46:23.220Z,38.9673333,-111.3991667,7.49,1.24,md,8,109,0.1843,0.14,uu,uu60089647,2014-10-27T21:39:09.100Z,"26km WSW of Ferron, Utah",earthquake
2014-10-25T11:42:13.800Z,19.5315,-155.32,13,1.3,Md,,140.4,0.07186522,0.1,hv,hv60794156,2014-10-27T21:17:45.532Z,"14km NW of Volcano, Hawaii",earthquake
2014-10-25T11:36:41.920Z,34.2575,-117.0863333,8.04,1,ml,22,84,0.06719,0.16,ci,ci37282248,2014-10-27T16:43:18.080Z,"5km NNE of Running Springs, California",earthquake
2014-10-25T11:15:01.000Z,52.7593,-169.5171,12.5,1.4,ml,,,,0.47,ak,ak11432311,2014-10-31T21:54:52.931Z,"48km WSW of Nikolski, Alaska",earthquake
2014-10-25T11:14:26.000Z,63.1974,-148.6865,12.9,0.6,ml,,,,0.36,ak,ak11428417,2014-10-31T21:54:02.617Z,"25km SSE of Cantwell, Alaska",earthquake
2014-10-25T11:13:43.080Z,35.5993333,-118.3596667,1.1,1.66,ml,27,68,0.0958,0.24,ci,ci37282240,2014-10-27T16:43:23.280Z,"9km SW of Weldon, California",earthquake
2014-10-25T11:09:02.340Z,37.4793333,-118.7833333,7.19,1.62,md,28,121,0.04976,0.04,nc,nc72333106,2014-10-30T21:28:02.291Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-25T11:07:36.140Z,34.2836667,-117.0356667,12.94,3.05,ml,98,42,0.03667,0.16,ci,ci37282232,2014-10-28T04:34:51.057Z,"10km NE of Running Springs, California",earthquake
2014-10-25T11:07:10.000Z,58.9159,-152.5241,62.1,2.3,ml,,,,0.58,ak,ak11428396,2014-10-31T21:55:41.600Z,"98km SW of Homer, Alaska",earthquake
2014-10-25T11:03:31.000Z,51.7815,178.6751,89.2,2.5,ml,,,,0.14,ak,ak11428395,2014-10-31T21:57:01.301Z,"22km SSE of Little Sitkin Island, Alaska",earthquake
2014-10-25T11:03:14.930Z,34.605,-118.6425,7.56,1.46,ml,29,59,0.06748,0.25,ci,ci37282224,2014-10-27T16:39:56.790Z,"13km N of Castaic, California",earthquake
2014-10-25T10:57:54.000Z,58.3058,-137.0344,0.7,3.3,ml,,,,0.63,ak,ak11428391,2014-10-31T21:56:04.722Z,"76km W of Gustavus, Alaska",earthquake
2014-10-25T10:53:01.030Z,8.4488,125.69,36.75,4.7,mb,,69,1.374,0.99,us,usb000sqiu,2014-10-25T18:55:36.135Z,"6km WSW of San Luis, Philippines",earthquake
2014-10-25T10:52:57.000Z,64.3898,-147.8716,11.1,0.6,ml,,,,0.5,ak,ak11428389,2014-10-31T21:54:30.189Z,"47km SSW of North Pole, Alaska",earthquake
2014-10-25T10:50:46.000Z,65.1401,-149.0949,16.2,0.6,ml,,,,0.54,ak,ak11428390,2014-10-31T21:54:55.221Z,"60km WNW of Ester, Alaska",earthquake
2014-10-25T10:41:06.610Z,38.776001,-122.7236633,2.52,1.04,md,9,93,0.005716,0.02,nc,nc72333096,2014-10-25T12:53:04.125Z,"2km E of The Geysers, California",earthquake
2014-10-25T10:32:35.510Z,51.6685,-175.372,45.72,4.6,mb,,133,0.602,1.08,us,usb000sqiq,2014-10-31T21:54:28.282Z,"91km ESE of Adak, Alaska",earthquake
2014-10-25T10:31:46.000Z,62.24,-150.1547,12.4,1,ml,,,,0.71,ak,ak11428382,2014-10-31T21:54:28.842Z,"9km SSW of Talkeetna, Alaska",earthquake
2014-10-25T10:29:55.760Z,34.1878333,-117.3708333,13.42,2.24,ml,92,24,0.07175,0.22,ci,ci37282216,2014-10-27T19:32:10.590Z,"4km NNW of Muscoy, California",earthquake
2014-10-25T10:27:38.980Z,33.0491667,-116.4406667,5.85,0.61,ml,15,124,0.1355,0.21,ci,ci37282208,2014-10-27T16:40:14.840Z,"15km ESE of Julian, California",earthquake
2014-10-25T10:17:55.600Z,46.8533,-121.7397,1,0.2,Md,,108,0.01796631,0.09,uw,uw60909691,2014-10-27T21:38:15.540Z,"27km N of Packwood, Washington",earthquake
2014-10-25T10:02:23.420Z,29.6583,129.5817,163.27,4.4,mb,,118,1.992,0.51,us,usb000sqir,2014-10-25T18:04:51.286Z,"143km N of Naze, Japan",earthquake
2014-10-25T10:01:18.610Z,33.627,-116.7536667,17.06,0.43,ml,20,81,0.03434,0.07,ci,ci37282200,2014-10-27T21:37:05.770Z,"10km NW of Anza, California",earthquake
2014-10-25T09:56:06.000Z,59.7945,-141.1815,22.9,1.7,ml,,,,2.25,ak,ak11428378,2014-10-25T10:30:47.332Z,"76km ESE of Cape Yakataga, Alaska",earthquake
2014-10-25T09:55:05.500Z,36.092,-117.6478333,0.94,0.95,ml,9,113,0.1017,0.14,ci,ci37282192,2014-10-27T16:40:17.780Z,"42km NNW of Searles Valley, California",earthquake
2014-10-25T09:49:01.000Z,58.1919,-155.2574,3,0.7,ml,,,,0.11,ak,ak11428360,2014-10-31T21:54:27.506Z,"98km ESE of King Salmon, Alaska",earthquake
